CASE_NUMBER,Date Rptd,DATE OCC,TIME OCC,COD_AREA,Rpt Dist No,Part 1-2,Crm Cd,Vict Age,Vict Sex,Vict Descent,Premis Cd,Weapon Used Cd,Status,Status Desc,LOCATION,Cross Street,LAT,LON,Custom
211507896,4/11/2021,11/7/2020,845,15,1502,2,354,31,M,H,501,-9,IC,Invest Cont,7800 BEEMAN AV,,34.2124,-118.4092,7800 BEEMAN AV
201516622,10/21/2020,10/18/2020,1845,15,1521,1,230,32,M,H,102,200,IC,Invest Cont,ATOLL AV,N GAULT,34.1993,-118.4203,ATOLAV AV
240913563,12/10/2024,10/30/2020,1240,9,933,2,354,30,M,W,501,-9,IC,Invest Cont,14600 SYLVAN ST,,34.1847,-118.4509,1460 SYLVA ST
210704711,12/24/2020,12/24/2020,1310,7,782,1,331,47,F,A,101,-9,IC,Invest Cont,6000 COMEY AV,,34.0339,-118.3747,6000 COMEY AV
201418201,10/3/2020,9/29/2020,1830,14,1454,1,420,63,M,H,103,-9,IC,Invest Cont,4700 LA VILLA MARINA,,33.9813,-118.435,4700 LA VILINA
240412063,12/11/2024,11/11/2020,1210,4,429,2,354,35,M,B,502,-9,IC,Invest Cont,5300 CRONUS ST,,34.083,-118.1678,5300 CRONUS ST
240317069,12/16/2024,4/16/2020,1350,3,396,2,354,21,F,B,501,-9,IC,Invest Cont,900 W 40TH PL,,34.01,-118.29,900 PL40TH PL
201115217,10/29/2020,7/7/2020,1400,11,1133,2,812,14,F,H,121,500,AO,Adult Other,3000 ACRESITE ST,,34.1107,-118.2589,3000 ST ACRESI ST
241708596,4/20/2024,3/2/2020,1200,17,1729,2,354,43,M,W,501,-9,IC,Invest Cont,17700 SIMONDS ST,,34.2763,-118.521,1770 S SIMON ST
242113813,12/18/2024,9/1/2020,900,21,2196,2,354,57,M,W,501,-9,IC,Invest Cont,20900 MARMORA ST,,34.1493,-118.5886,2090 S MARMO ST
240605846,2/6/2024,6/20/2020,1,6,657,2,812,13,M,H,501,400,AA,Adult Arrest,1000 N RIDGEWOOD PL,,34.0878,-118.3146,1000 RIDGEWPL
242014110,12/18/2024,11/17/2020,1320,20,2023,2,354,34,F,A,502,-9,IC,Invest Cont,400 S ARDMORE AV,,34.0672,-118.3016,400 ARDMORE AV
202113531,9/6/2020,9/5/2020,1500,21,2149,1,510,0,,,108,-9,AA,Adult Arrest,19700 VANOWEN ST,,34.1938,-118.5631,1970 S VANOW ST
201710725,7/3/2020,7/2/2020,500,17,1762,1,310,0,X,X,203,-9,IC,Invest Cont,9500 COZYCROFT AV,,34.2427,-118.582,9500AV COZYCRAV
201406733,2/16/2020,2/13/2020,2300,14,1406,1,330,32,M,W,707,-9,IC,Invest Cont,3300 MOTOR AV,,34.024,-118.409,3300 MOTOR AV
201405970,2/1/2020,2/1/2020,1658,14,1494,1,440,39,M,O,212,-9,AO,Adult Other,300 WORLD WY,,33.944,-118.4073,300 WORLD WY
201820230,11/8/2020,11/8/2020,730,18,1844,2,626,26,F,B,101,400,IC,Invest Cont,108TH ST,AVALON AV,33.9383,-118.2652,108TST ST
201707577,3/20/2020,3/20/2020,1320,17,1752,2,624,21,F,W,210,500,IC,Invest Cont,20900 DEVONSHIRE ST,,34.2572,-118.5885,2090 DEVON ST
201514848,9/4/2020,8/17/2020,400,15,1549,1,310,0,M,W,502,-9,AA,Adult Arrest,11100 CUMPSTON ST,,34.17,-118.3722,1110 ST CUMPS ST
201405023,1/19/2020,1/19/2020,1850,14,1435,1,310,37,M,A,501,500,IC,Invest Cont,3500 PURDUE AV,,34.0158,-118.4258,3500 PURDUE AV
211306997,3/9/2021,11/1/2020,1800,13,1313,1,440,37,F,H,501,-9,IC,Invest Cont,700 E 18TH ST,,34.0283,-118.2562,700 ST18TH ST
201405778,1/27/2020,1/20/2020,1540,14,1494,1,440,34,M,W,212,-9,IC,Invest Cont,600 WORLD WY,,33.943,-118.4035,600 WORLD WY
202005291,1/29/2020,1/29/2020,545,20,2038,1,440,0,X,X,203,-9,IC,Invest Cont,3100 WILSHIRE BL,,34.0618,-118.2891,3100 BL WILSHI BL
201715737,11/25/2020,11/25/2020,1200,17,1777,1,310,69,F,W,501,-9,IC,Invest Cont,9700 VALJEAN AV,,34.2467,-118.4872,9700 A VALJEA AV
201608553,4/28/2020,4/28/2020,1730,16,1622,1,230,14,M,H,109,114,AA,Adult Arrest,10900 HADDON AV,,34.2685,-118.4364,1090 HADDO AV
202006163,2/14/2020,2/11/2020,1600,20,2033,2,745,24,M,H,122,-9,IC,Invest Cont,3700 WILSHIRE BL,,34.0617,-118.3066,3700 BL WILSHI BL
202009677,5/13/2020,5/13/2020,900,20,2042,1,520,36,M,H,101,-9,IC,Invest Cont,900 S WILTON PL,,34.0559,-118.3142,900 WILTON PL
201915689,10/15/2020,10/15/2020,305,19,1918,2,740,35,F,H,108,-9,IC,Invest Cont,13600 FOOTHILL BL,,34.3069,-118.4297,1360 BL FOOTH BL
201918078,12/15/2020,12/15/2020,1111,19,1983,1,210,19,M,H,108,114,IC,Invest Cont,8300 N SEPULVEDA BL,,34.2214,-118.4677,8300 SEPULVBL
202013248,8/9/2020,8/9/2020,2250,20,2069,2,626,43,M,H,502,400,AA,Adult Arrest,1200 S WESTMORELAND AV,,34.0495,-118.2891,1200 WESTMO AV
202011749,7/4/2020,6/26/2020,700,20,2021,2,740,48,M,O,122,-9,IC,Invest Cont,4100 W 6TH ST,,34.0633,-118.3141,4100 S 6TH ST
201811813,5/28/2020,5/25/2020,200,18,1851,1,510,0,,,101,-9,IC,Invest Cont,MENLO AV,130TH ST,33.9144,-118.2894,MENLAV AV
201809657,4/15/2020,4/15/2020,1550,18,1871,2,626,49,F,B,501,400,IC,Invest Cont,800 W ROSECRANS AV,,33.9019,-118.2893,800 ROSECRAAV
201409975,4/22/2020,4/21/2020,1930,14,1446,1,330,43,M,H,101,-9,IC,Invest Cont,VENICE BL,INGLEWOOD BL,34.0056,-118.4301,VENI BL
201819653,10/28/2020,10/28/2020,1000,18,1831,2,740,22,F,B,122,-9,IC,Invest Cont,600 W ATHENS BL,,33.9213,-118.2847,600 ATHENS BL
201911106,6/18/2020,4/26/2020,1908,19,1995,1,230,19,M,H,101,102,IC,Invest Cont,14600 BLYTHE ST,,34.2152,-118.451,1460 BLYTH ST
201819475,10/24/2020,10/24/2020,2250,18,1871,1,230,39,M,H,101,106,AO,Adult Other,800 W 148TH ST,,33.8983,-118.2896,800 ST148TH ST
202106474,2/24/2020,2/24/2020,1835,21,2187,1,230,58,M,W,502,400,IC,Invest Cont,21700 VENTURA BL,,34.1683,-118.6007,2170 B VENTU BL
202115676,11/5/2020,11/3/2020,330,21,2158,1,310,46,M,X,203,-9,IC,Invest Cont,6300 CANOGA AV,,34.1849,-118.5974,6300 CANOGA AV
201416348,8/30/2020,8/28/2020,1200,14,1453,1,510,0,,,108,-9,IC,Invest Cont,4000 GLENCOE AV,,33.9918,-118.4446,4000 A GLENCO AV
201420586,11/20/2020,11/18/2020,630,14,1403,1,420,33,F,H,502,-9,IC,Invest Cont,11200 SARDIS AV,,34.0296,-118.4306,1120 SARDI AV
201504263,1/5/2020,1/5/2020,1300,15,1527,1,330,23,M,H,108,-9,IC,Invest Cont,11000 VICTORY BL,,34.1867,-118.3703,1100 B VICTO BL
202013922,8/27/2020,8/27/2020,830,20,2031,1,440,21,M,B,502,-9,IC,Invest Cont,700 S MANHATTAN PL,,34.0581,-118.3102,700 MANHATTPL
201615829,12/19/2020,12/16/2020,1500,16,1684,1,210,0,M,W,101,400,IC,Invest Cont,7900 LAUREL CANYON BL,,34.2139,-118.3965,7900 LAURELBL
201908231,3/30/2020,3/30/2020,2000,19,1998,2,906,28,F,W,108,-9,IC,Invest Cont,7800 NOLLAN PL,,34.2128,-118.445,7800 NOLLAN PL
220614831,8/18/2022,8/17/2020,1200,6,666,2,354,28,M,H,102,-9,IC,Invest Cont,1900 TRANSIENT,,34.0944,-118.3277,1900 TRANSIENT
201420127,11/10/2020,11/8/2020,1300,14,1487,1,480,34,F,O,502,-9,IC,Invest Cont,8800 S SEPULVEDA BL,,33.9568,-118.3962,8800 SEPULVBL
201810632,5/4/2020,5/4/2020,1530,18,1804,2,624,18,F,W,102,400,IC,Invest Cont,MANCHESTER AV,AVALON BL,33.9602,-118.2651,MANCTER AV
202115664,11/5/2020,9/3/2020,1400,21,2139,2,668,30,M,X,203,-9,AO,Adult Other,19700 SHERMAN WY,,34.2011,-118.5713,1970 W SHERM WY
202013106,8/6/2020,8/6/2020,530,20,2011,1,440,51,F,W,501,-9,AO,Adult Other,100 S WILTON PL,,34.0728,-118.3135,100 WILTON PL
201908682,4/12/2020,4/12/2020,2221,19,1961,2,627,11,M,H,503,400,AA,Adult Arrest,9400 SEPULVEDA BL,,34.2427,-118.4702,9400BL SEPULVBL
201419812,11/6/2020,11/6/2020,1910,14,1435,2,740,48,M,H,108,-9,IC,Invest Cont,12100 VENICE BL,,34.0039,-118.4334,1210 VENIC BL
210404224,1/4/2021,12/27/2020,1130,4,438,1,310,61,F,H,504,-9,IC,Invest Cont,2900 WARWICK AV,,34.0785,-118.1661,2900 A WARWIC AV
202105280,1/29/2020,1/28/2020,1800,21,2189,1,420,0,,,101,-9,IC,Invest Cont,20500 VENTURA BL,,34.1683,-118.5787,2050 B VENTU BL
201904694,1/16/2020,1/15/2020,2130,19,1901,1,510,0,,,101,-9,IC,Invest Cont,FOOTHILL,BALBOA,34.3193,-118.4871,FOOTLILL
210205056,1/12/2021,10/14/2020,1200,2,237,2,354,37,M,W,733,-9,IC,Invest Cont,300 WELCOME ST,,34.0656,-118.2621,300 SWELCOME ST
202011797,7/6/2020,7/4/2020,2030,20,2002,2,740,0,X,X,301,-9,IC,Invest Cont,4600 BEVERLY BL,,34.0799,-118.3113,4600 B BEVERL BL
201407385,2/3/2020,2/2/2020,2000,14,1449,1,330,31,F,W,123,-9,IC,Invest Cont,3800 MCLAUGHLIN AV,,34.0086,-118.4246,3800 MCLAUG AV
211104687,1/21/2021,1/21/2020,300,11,1151,2,745,0,X,X,708,-9,IC,Invest Cont,4800 W SUNSET BL,,34.0982,-118.2943,4800 SUNSET BL
201513536,8/5/2020,8/4/2020,730,15,1557,1,510,0,,,101,-9,IC,Invest Cont,4900 CARTWRIGHT AV,,34.1595,-118.3637,4900 CARTWR AV
201313153,6/30/2020,6/30/2020,930,13,1395,1,210,0,X,X,248,500,AA,Adult Arrest,400 E FLORENCE AV,,33.9784,-118.263,400 FLORENC AV
201713754,9/29/2020,8/1/2020,1200,17,1767,2,354,74,M,W,501,-9,IC,Invest Cont,9600 ONEAL CT,,34.245,-118.5289,9600 ONEAL CT
201513294,7/29/2020,7/29/2020,2010,15,1591,2,930,57,M,H,727,511,IC,Invest Cont,12200 W VENTURA BL,,34.1432,-118.3986,1220 VENTU BL
201817027,9/10/2020,9/10/2020,2145,18,1827,1,230,53,F,H,103,500,IC,Invest Cont,95TH ST,ANZAC,33.9506,-118.2375,95TH ST ST
201610419,6/25/2020,6/25/2020,2000,16,1642,1,420,36,F,H,101,-9,IC,Invest Cont,13000 GLAMIS ST,,34.2555,-118.4185,1300 GLAMI ST
201910095,5/21/2020,3/17/2020,317,19,1902,1,420,31,M,H,108,-9,IC,Invest Cont,15100 ROXFORD ST,,34.3198,-118.4622,1510 S ROXFO ST
201316902,9/13/2020,9/13/2020,300,13,1361,1,510,0,,,101,-9,IC,Invest Cont,300 W 47TH ST,,34.0011,-118.2789,300 ST47TH ST
201416213,7/25/2020,7/25/2020,1640,14,1427,2,624,68,M,H,502,400,IC,Invest Cont,3300 S SEPULVEDA BL,,34.0226,-118.4248,3300 SEPULVBL
201817878,9/27/2020,9/19/2020,1930,18,1863,1,341,50,F,H,119,-9,IC,Invest Cont,11600 AVALON BL,,33.9283,-118.2652,1160 AVALO BL
202104312,1/7/2020,1/5/2020,1330,21,2172,1,440,39,M,W,203,-9,IC,Invest Cont,23200 VENTURA BL,,34.1626,-118.6309,2320 B VENTU BL
202013579,8/18/2020,8/13/2020,100,20,2014,2,860,49,M,O,501,400,IC,Invest Cont,4000 W 2ND ST,,34.0712,-118.3016,4000 S 2ND ST
201404274,1/5/2020,1/4/2020,2219,14,1476,2,956,62,F,O,501,-9,IC,Invest Cont,6400 W 84TH ST,,33.9629,-118.3993,6400 ST 84TH ST
201812009,6/2/2020,6/2/2020,400,18,1803,1,510,0,,,101,-9,IC,Invest Cont,8700 S SAN PEDRO ST,,33.9591,-118.2695,8700 SAN PEST
201817357,9/12/2020,9/12/2020,30,18,1871,2,930,21,F,B,101,511,IC,Invest Cont,ROSECRANS,VERMONT,33.9019,-118.2916,ROSENSANS
231808869,4/4/2023,12/1/2020,2300,18,1826,2,354,41,M,H,501,-9,IC,Invest Cont,9900 COMPTON AV,,33.9467,-118.2463,9900 A COMPTO AV
201516878,10/27/2020,10/27/2020,400,15,1543,1,210,28,M,H,101,511,IC,Invest Cont,CHANDLER,HERMITAGE,34.1687,-118.4003,CHANRLER
201412163,6/11/2020,6/11/2020,350,14,1472,1,330,47,M,W,101,-9,IC,Invest Cont,200 REES ST,,33.9569,-118.4473,200 REES ST
202113353,8/31/2020,8/31/2020,1700,21,2111,2,900,37,F,W,501,-9,AA,Adult Arrest,23000 SATICOY ST,,34.213,-118.6458,2300 S SATIC ST
201917640,12/2/2020,12/2/2020,1140,19,1913,2,624,37,F,H,101,400,IC,Invest Cont,14900 POLK ST,,34.3089,-118.4613,1490 POLK ST
201914494,9/14/2020,9/14/2020,700,19,1907,1,230,68,M,B,155,114,IC,Invest Cont,GLADSTONE,NEWTON,34.299,-118.4153,GLADNEONE
201904416,1/8/2020,1/8/2020,2100,19,1991,2,624,27,M,H,210,400,IC,Invest Cont,8200 N SEPULVEDA BL,,34.2184,-118.4698,8200 SEPULVBL
201419844,11/6/2020,11/6/2020,1745,14,1431,2,624,17,M,B,116,400,IC,Invest Cont,OCEAN FRONT WALK,MARKET ST,33.9874,-118.4741,OCEARONT WAALK
202108355,4/17/2020,4/16/2020,1600,21,2183,1,510,0,,,104,-9,IC,Invest Cont,22600 QUINTA RD,,34.1531,-118.6194,2260 QUINT RD
201517126,11/2/2020,10/30/2020,1230,15,1557,1,310,47,M,H,502,-9,IC,Invest Cont,4900 VINELAND AV,,34.159,-118.3703,4900 AV VINELA AV
201809081,4/2/2020,4/2/2020,1630,18,1842,2,624,60,M,H,104,400,IC,Invest Cont,100 W IMPERIAL HY,,33.9347,-118.2761,100 IMPERIA HY
201321853,12/29/2020,12/27/2020,1800,13,1354,1,510,0,,,101,-9,IC,Invest Cont,4200 WOODLAWN AV,,34.0066,-118.2728,4200 AV WOODLA AV
201805731,2/1/2020,2/1/2020,1330,18,1822,2,626,31,M,H,501,400,AO,Adult Other,10100 S BROADWAY,,33.9447,-118.2784,1010 BROADWAY
202018701,12/22/2020,12/22/2020,150,20,2069,2,626,52,M,O,108,400,AO,Adult Other,2300 W PICO BL,,34.0499,-118.2879,2300 BL PICO BL
202017008,11/10/2020,11/7/2020,1700,20,2029,1,310,0,X,X,724,-9,IC,Invest Cont,2900 WILSHIRE BL,,34.0652,-118.2878,2900 BL WILSHI BL
201508263,3/30/2020,3/30/2020,1630,15,1515,2,624,46,F,H,104,400,AO,Adult Other,6900 SIMPSON AV,,34.1958,-118.3889,6900 A SIMPSO AV
201311118,5/20/2020,5/19/2020,1830,13,1393,1,330,29,F,H,501,-9,IC,Invest Cont,100 W 71ST ST,,33.9756,-118.2739,100 ST71ST ST
201816741,9/5/2020,9/5/2020,1740,18,1824,1,648,0,M,H,122,-9,IC,Invest Cont,102ND ST,MCKINLEY,33.944,-118.2609,102NST ST
201604649,1/15/2020,1/15/2020,1700,16,1687,1,440,50,M,W,101,-9,IC,Invest Cont,OLINDA,GOLDEN STATE,34.2178,-118.373,OLINNDA
202112082,7/28/2020,7/25/2020,1400,21,2183,2,901,29,F,W,502,-9,AO,Adult Other,23100 AVENUE SAN LUIS,,34.1615,-118.6311,2310 AVENUUIS
201806232,2/9/2020,2/8/2020,1800,18,1824,1,420,0,,,101,-9,IC,Invest Cont,700 E 97TH ST,,33.9484,-118.263,700 ST97TH ST
201711611,7/26/2020,7/26/2020,2130,17,1752,2,626,46,M,B,502,500,IC,Invest Cont,20800 LASSEN ST,,34.2536,-118.5913,2080 LASSE ST
201411760,5/27/2020,5/26/2020,2100,14,1453,1,331,50,M,W,104,-9,IC,Invest Cont,4000 TIVOLI AV,,33.9925,-118.4402,4000 TIVOLI AV
202116043,11/17/2020,10/31/2020,1300,21,2156,1,420,0,,,108,-9,IC,Invest Cont,6600 TOPANGA CANYON BL,,34.1904,-118.6059,6600 TOPANG BL
201811570,5/23/2020,5/23/2020,1610,18,1801,2,624,53,F,H,101,400,AA,Adult Arrest,MANCHESTER AV,MAIN ST,33.9555,-118.2871,MANCTER AV
201913374,8/17/2020,8/16/2020,1100,19,1984,2,740,24,F,H,122,-9,IC,Invest Cont,8600 CEDROS AV,,34.2265,-118.4565,8600 CEDROS AV
201317392,9/22/2020,9/22/2020,2100,13,1341,2,740,40,F,H,122,-9,IC,Invest Cont,MARTIN LUTHER KING JR BL,MAIN ST,34.0112,-118.274,MARTLUTHER BL
201509791,5/9/2020,5/9/2020,1530,15,1525,1,420,0,,,123,-9,IC,Invest Cont,11800 VICTORY BL,,34.1867,-118.3899,1180 B VICTO BL
202011800,7/6/2020,7/4/2020,1800,20,2021,1,330,59,M,W,707,-9,IC,Invest Cont,4600 W 3RD ST,,34.069,-118.3154,4600 S 3RD ST
202114356,9/30/2020,9/29/2020,1730,21,2157,1,510,0,,,707,-9,IC,Invest Cont,6500 INDEPENDENCE AV,,34.1889,-118.5905,6500 INDEPE AV
201518230,12/2/2020,11/17/2020,900,15,1557,1,440,25,M,A,502,-9,IC,Invest Cont,10800 MAGNOLIA BL,,34.1649,-118.3665,1080 BL MAGNO BL
202018006,12/4/2020,12/3/2020,1800,20,2026,1,350,23,M,H,101,400,IC,Invest Cont,3RD ST,CATALINA,34.0691,-118.2954,3RD S ST
201313980,7/15/2020,7/15/2020,150,13,1375,2,624,24,M,H,101,400,IC,Invest Cont,56TH,CENTRAL,33.9921,-118.2559,56TH6TH
230110144,4/4/2023,7/3/2020,900,1,182,2,354,25,M,H,502,-9,IC,Invest Cont,1100 S GRAND AV,,34.0415,-118.262,1100AV GRAND AV
201315254,8/9/2020,8/9/2020,1830,13,1343,2,626,19,F,H,108,400,AA,Adult Arrest,4000 S CENTRAL AV,,34.0114,-118.2624,4000 CENTRA AV
201812631,6/16/2020,6/16/2020,331,18,1846,1,230,19,M,B,502,102,IC,Invest Cont,11200 PARMELEE AV,,33.9326,-118.2502,1120 AV PARME AV
201420929,11/29/2020,11/28/2020,2100,14,1473,1,330,32,F,H,101,500,IC,Invest Cont,8200 ZITOLA TR,,33.9589,-118.4418,8200 ZITOLA TR
201501007,10/9/2020,10/9/2020,2045,15,1502,1,230,35,F,B,501,400,AA,Adult Arrest,12600 SOLVANG ST,,34.2105,-118.4087,1260 S SOLVA ST
201513596,8/7/2020,8/6/2020,2000,15,1543,2,903,80,F,W,101,-9,IC,Invest Cont,5300 WILKINSON AV,,34.1667,-118.4042,5300AV WILKINAV
201418530,10/10/2020,10/10/2020,442,14,1474,1,310,24,M,W,707,500,IC,Invest Cont,7900 ALTAVAN AV,,33.9663,-118.4212,7900 A ALTAVA AV
201713253,9/15/2020,9/14/2020,1305,17,1776,1,510,0,,,101,-9,IC,Invest Cont,16700 LABRADOR ST,,34.2493,-118.4965,1670 ST LABRA ST
201908696,4/13/2020,4/12/2020,700,19,1902,1,420,0,,,101,-9,IC,Invest Cont,14500 WILLOWGREEN LN,,34.3206,-118.4506,1450 WILLO LN
201716043,12/6/2020,12/5/2020,600,17,1712,1,330,44,M,O,101,-9,AO,Adult Other,11600 PORTER VALLEY DR,,34.2812,-118.5516,1160 PORTEDR
202116223,11/13/2020,5/31/2020,255,21,2157,1,330,42,F,B,101,-9,IC,Invest Cont,6700 DE SOTO AV,,34.1915,-118.5884,6700 A DE SOT AV
201818296,10/5/2020,10/4/2020,2200,18,1839,1,510,0,,,101,-9,IC,Invest Cont,2300 E 108TH ST,,33.9371,-118.2307,2300ST 108TH ST
202100938,11/26/2020,11/26/2020,500,21,2138,1,236,40,M,B,502,400,AA,Adult Arrest,20400 SHERMAN WY,,34.2011,-118.5794,2040 W SHERM WY
201400766,6/21/2020,6/21/2020,226,14,1479,2,740,48,M,B,101,109,IC,Invest Cont,8500 OSAGE AV,,33.9604,-118.3788,8500 OSAGE AV
201421233,12/5/2020,12/5/2020,1750,14,1494,2,626,23,F,B,212,400,IC,Invest Cont,500 WORLD WAY,,33.9427,-118.4052,500 WORLD WWAY
201904941,1/22/2020,1/22/2020,1535,19,1988,2,626,23,M,W,101,400,AA,Adult Arrest,WENTWORTH,CANTERBURY,34.2284,-118.4232,WENTTHRTH
202115878,11/10/2020,11/10/2020,1300,21,2158,2,624,25,M,H,717,400,AO,Adult Other,DE SOTO,VICTORY,34.1884,-118.5884,DE SOTO
201408953,3/28/2020,3/23/2020,230,14,1469,1,330,28,F,W,502,-9,IC,Invest Cont,6900 KITTYHAWK AV,,33.9754,-118.3722,6900AV KITTYHAV
202010333,5/27/2020,5/13/2020,1,20,2036,2,354,27,F,C,502,-9,IC,Invest Cont,600 S BERENDO ST,,34.0608,-118.2941,600 BERENDO ST
202010419,6/1/2020,5/8/2020,1500,20,2015,1,330,53,M,H,101,-9,IC,Invest Cont,W 1ST,VERMONT AV,34.0728,-118.2917,W 11ST
201311628,5/31/2020,5/26/2020,1100,13,1364,1,310,65,M,B,708,-9,IC,Invest Cont,4400 HOOPER AV,,33.9994,-118.2543,4400 HOOPER AV
201411615,5/29/2020,5/29/2020,2136,14,1432,1,330,41,F,W,101,500,IC,Invest Cont,600 MILWOOD AV,,33.9909,-118.4646,600 AMILWOOD AV
202017562,11/23/2020,11/23/2020,530,20,2024,1,220,52,M,O,717,308,AA,Adult Arrest,3600 W 6TH ST,,34.0636,-118.3016,3600 S 6TH ST
201316012,8/25/2020,8/25/2020,615,13,1309,1,310,0,X,X,203,-9,IC,Invest Cont,2300 E WASHINGTON BL,,34.019,-118.2315,2300 WASHIN BL
201708526,4/26/2020,4/26/2020,1340,17,1785,2,745,46,M,H,501,-9,IC,Invest Cont,18700 NORDHOFF ST,,34.2355,-118.5404,1870 ST NORDH ST
201821470,12/1/2020,11/29/2020,2030,18,1804,1,220,70,F,B,146,400,IC,Invest Cont,800 E 87TH ST,,33.9593,-118.2608,800 ST87TH ST
202007827,3/22/2020,3/22/2020,1820,20,2013,2,760,0,X,X,102,207,IC,Invest Cont,100 S OXFORD AV,,34.0737,-118.3079,100 OXFORD AV
201713116,9/11/2020,9/11/2020,130,17,1794,1,310,0,X,X,210,-9,IC,Invest Cont,8500 RESEDA BL,,34.2246,-118.5361,8500 RESEDA BL
202005893,2/9/2020,2/6/2020,2000,20,2069,1,341,23,F,H,502,-9,IC,Invest Cont,1200 S WESTMORELAND AV,,34.049,-118.2891,1200 WESTMO AV
201500883,7/11/2020,7/11/2020,430,15,1535,2,946,0,M,O,101,-9,IC,Invest Cont,LANKERSHIM,BURBANK,34.1722,-118.3793,LANKHIMHIM
201711615,7/27/2020,7/7/2020,1200,17,1756,1,341,43,F,O,501,-9,IC,Invest Cont,10000 LOUISE AV,,34.2523,-118.5111,1000 LOUIS AV
201707807,3/29/2020,3/28/2020,1255,17,1716,1,310,0,X,X,501,-9,IC,Invest Cont,12000 BRADFORD PL,,34.2891,-118.5037,1200 PL BRADF PL
201311277,5/23/2020,5/23/2020,1346,13,1362,1,230,22,M,H,108,102,IC,Invest Cont,4900 S SAN PEDRO ST,,33.9985,-118.2696,4900 SAN PEST
201907628,3/14/2020,3/14/2020,1530,19,1974,1,420,66,M,H,108,-9,IC,Invest Cont,14500 NORDHOFF ST,,34.2354,-118.4481,1450 ST NORDH ST
202011768,7/5/2020,7/5/2020,1030,20,2033,2,624,28,M,H,402,500,IC,Invest Cont,600 S WESTERN AV,,34.0568,-118.3091,600 WESTERN AV
201416833,9/7/2020,9/7/2020,2200,14,1487,1,761,50,M,H,210,201,IC,Invest Cont,8600 LA TIJERA BL,,33.9596,-118.3917,8600BL LA TIJBL
201908081,3/26/2020,3/25/2020,1200,19,1966,2,901,25,F,H,502,-9,AA,Adult Arrest,9100 WAKEFIELD AV,,34.2354,-118.4481,9100AV WAKEFIAV
201815237,8/8/2020,8/8/2020,840,18,1821,1,510,0,,,101,-9,IC,Invest Cont,CENTURY ST,FIGUEROA ST,33.9455,-118.2826,CENT ST
201917175,11/21/2020,11/20/2020,2200,19,1913,1,510,0,,,101,-9,IC,Invest Cont,12900 SAN FERNANDO RD,,34.3049,-118.4658,1290 SAN F RD
202005694,2/5/2020,2/3/2020,900,20,2079,2,626,29,F,B,119,400,AO,Adult Other,1300 S VERMONT AV,,34.0468,-118.2916,1300 VERMON AV
201811840,5/28/2020,5/28/2020,1540,18,1839,2,626,25,F,H,501,400,IC,Invest Cont,10800 WEIGAND AV,,33.937,-118.2302,1080 A WEIGA AV
201913906,8/29/2020,8/28/2020,1600,19,1907,1,510,0,,,101,-9,IC,Invest Cont,13200 W LEACH ST,,34.3102,-118.4213,1320ST LEACHST
202117181,12/18/2020,12/18/2020,230,21,2107,2,946,63,M,W,101,-9,AO,Adult Other,DE SOTO,ROSCOE,34.2199,-118.5885,DE SOTO
201418155,10/3/2020,10/3/2020,30,14,1407,2,888,50,M,W,203,-9,IC,Invest Cont,10000 NATIONAL BL,,34.0291,-118.4036,1000 BL NATIO BL
201806085,2/5/2020,2/5/2020,1525,18,1822,2,666,25,F,H,501,-9,IC,Invest Cont,100 E 94TH ST,,33.9511,-118.2739,100 ST94TH ST
201614562,11/7/2020,11/7/2020,2200,16,1602,1,230,23,F,H,501,102,AA,Adult Arrest,12600 MONTFORD ST,,34.2832,-118.4102,1260 ST MONTF ST
201505552,2/1/2020,2/1/2020,1030,15,1595,2,930,43,F,O,501,400,AA,Adult Arrest,3900 CARPENTER AV,,34.1406,-118.3914,3900AV CARPENAV
202112208,7/31/2020,7/31/2020,2030,21,2103,1,230,42,M,O,501,512,AA,Adult Arrest,8500 FARRALONE AV,,34.2248,-118.6111,8500AV FARRALAV
202007485,3/13/2020,3/13/2020,2320,20,2073,2,626,23,F,H,502,400,IC,Invest Cont,2800 W 15TH ST,,34.0454,-118.308,2800 ST 15TH ST
201316890,9/13/2020,9/12/2020,545,13,1322,1,510,0,,,101,-9,IC,Invest Cont,600 E ADAMS BL,,34.0223,-118.2629,600 BLADAMS BL
202004688,1/16/2020,1/15/2020,2000,20,2053,1,330,31,M,O,123,-9,IC,Invest Cont,900 S OXFORD AV,,34.0532,-118.3074,900 OXFORD AV
202011537,6/29/2020,6/28/2020,2000,20,2044,1,420,0,,,101,-9,IC,Invest Cont,900 S NORMANDIE AV,,34.0561,-118.302,900 NORMANDAV
201804032,1/1/2020,1/1/2020,1250,18,1823,1,210,50,M,B,102,400,IC,Invest Cont,CENTURY,AVALON BL,33.9456,-118.2652,CENTURY
202110119,6/3/2020,6/3/2020,800,21,2177,2,745,39,M,W,501,-9,IC,Invest Cont,20700 CLARK ST,,34.169,-118.5826,2070 CLARKST
201905114,1/23/2020,1/1/2020,1200,19,1956,2,354,45,F,H,501,-9,IC,Invest Cont,14900 SEPTO ST,,34.2509,-118.4565,1490 SEPTOST
201913385,8/17/2020,8/16/2020,1900,19,1904,1,510,0,,,101,-9,IC,Invest Cont,14000 LAKESIDE ST,,34.3183,-118.4399,1400 ST LAKES ST
